--------- beginning of system
I/Vold    (  247): Vold 2.1 (the revenge) firing up
D/Vold    (  247): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume usbotg state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
I/Cryptfs (  247): Check if PFE is activated on Boot
I/ResourcesManager( 3752): Created app resources /system/framework/framework-res.apk android.content.res.Resources@34c318f1: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): not Base app: Adding window Window{187cb36f u0 com.sim.cit/com.sim.cit.MainList} at 5 of 9
W/ContextImpl( 4609): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 android.content.ContextWrapper.sendBroadcast:377 com.sim.cit.MainList.enableHomeKey:342 com.sim.cit.MainList$4.onClick:323 com.android.internal.app.AlertController$ButtonHandler.handleMessage:162 
W/ActivityManager( 1971): Activity pause timeout for ActivityRecord{10d199bb u0 com.sim.cit/.MainList t8 f}
I/ActivityManager( 1971): START u0 {flg=0x10000000 cmp=cn.wiseasy.selfchecking/.views.DeviceCheckActivity} from uid 1000 on display 0
V/WindowManager( 1971): addAppToken: AppWindowToken{3d531cf3 token=Token{f702362 ActivityRecord{3202922d u0 cn.wiseasy.selfchecking/.views.DeviceCheckActivity t9}}} to stack=1 task=9 at 0
V/WindowManager( 1971): Adding window Window{2febcba u0 Starting cn.wiseasy.selfchecking} at 2 of 6 (after Window{106c998b u0 cn.wiseasy.launcher/cn.wiseasy.launcher.Launcher})
I/Activity( 4958): getAppSet  resDir:/system/app/WangUI3_DeviceTest/WangUI3_DeviceTest.apk set:false
V/WindowManager( 1971): Adding window Window{2d9362c8 u0 cn.wiseasy.selfchecking/cn.wiseasy.selfchecking.views.DeviceCheckActivity} at 2 of 7 (before Window{2febcba u0 Starting cn.wiseasy.selfchecking})
D/TaskPersister( 1971): removeObsoleteFile: deleting file=6_task.xml
D/TaskPersister( 1971): removeObsoleteFile: deleting file=6_task_thumbnail.png
I/ActivityManager( 1971): START u0 {cmp=cn.wiseasy.selfchecking/.views.PrintActivity} from uid 1000 on display 0
V/WindowManager( 1971): addAppToken: AppWindowToken{28ec2912 token=Token{1559609d ActivityRecord{3bdfe374 u0 cn.wiseasy.selfchecking/.views.PrintActivity t9}}} to stack=1 task=9 at 1
I/Activity( 4958): getAppSet  resDir:/system/app/WangUI3_DeviceTest/WangUI3_DeviceTest.apk set:false
V/WindowManager( 1971): Adding window Window{ed1c2e0 u0 cn.wiseasy.selfchecking/cn.wiseasy.selfchecking.views.PrintActivity} at 3 of 7 (after Window{2d9362c8 u0 cn.wiseasy.selfchecking/cn.wiseasy.selfchecking.views.DeviceCheckActivity})
I/BatteryStatsImpl( 1971): Resetting battery stats: level=96 status=2 dischargeLevel=96 lowAmount=0 highAmount=0
I/ProcessStatsService( 1971): Prepared write state in 26ms
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 783 ms
W/InputMethodManagerService( 1971): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@1d9d9872 attribute=android.view.inputmethod.EditorInfo@3ab8d4c3, token = android.os.BinderProxy@36fd28e3
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Going to sleep due to power button (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
W/ContextImpl( 3106): Calling a method in the system process without a qualified user: android.app.ContextImpl.startActivity:1231 android.content.ContextWrapper.startActivity:323 android.content.ContextWrapper.startActivity:323 cn.weipass.service.operation.upgrade.VersionPollingEventReceiver.onReceive:37 android.app.ActivityThread.handleReceiver:2611 
W/ContextImpl( 3106): Calling a method in the system process without a qualified user: android.app.ContextImpl.startActivity:1243 android.app.ContextImpl.startActivity:1232 android.content.ContextWrapper.startActivity:323 android.content.ContextWrapper.startActivity:323 cn.weipass.service.operation.upgrade.VersionPollingEventReceiver.onReceive:37 
I/ActivityManager( 1971): START u0 {flg=0x10000000 cmp=cn.weipass.service/.operation.upgrade.UpdateNotifyActivity} from uid 1000 on display 0
I/ResourcesManager( 1971): Created app resources /system/app/WangposService_3-release/WangposService_3-release.apk android.content.res.Resources@68a3204: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): addAppToken: AppWindowToken{2f6874b3 token=Token{13290222 ActivityRecord{172cb3ed u0 cn.weipass.service/.operation.upgrade.UpdateNotifyActivity t10}}} to stack=1 task=10 at 0
V/ActivityManager( 1971): Display changed displayId=0
I/Activity( 3106): getAppSet  @@resDir:/system/app/WangposService_3-release/WangposService_3-release.apk set:true
I/ActivityManager( 1971): Start proc 5560:com.qualcomm.timeservice/1000 for broadcast com.qualcomm.timeservice/.TimeServiceBroadcastReceiver
I/ResourcesManager( 5560): Created app resources /system/app/TimeService/TimeService.apk android.content.res.Resources@df9a4bb: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 711 ms
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/ValidateNoPeople( 1971): skipping global notification
I/ResourcesManager( 3752): Created app resources /system/framework/framework-res.apk android.content.res.Resources@12fc223b: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/EntropyMixer( 1971): Writing entropy...
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 613 ms
I/PowerManagerService( 1971): Going to sleep due to screen timeout (uid 1000)...
I/PowerManagerService( 1971): Sleeping (uid 1000)...
D/DownloadManager( 3119): Removed 0 stale downloads
D/DownloadManager( 3119): Found 0 files in database
D/DownloadManager( 3119): Found 0 files on disk
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state OFF, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
W/ContextImpl( 1971): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1334 com.android.internal.policy.impl.PhoneWindowManager.interceptKeyBeforeQueueing:5356 com.android.server.wm.InputMonitor.interceptKeyBeforeQueueing:370 com.android.server.input.InputManagerService.interceptKeyBeforeQueueing:1476 <bottom of call stack> 
I/PowerManagerService( 1971): Waking up from sleep (uid 1000)...
I/DisplayPowerController( 1971): Blocking screen on until initial contents have been drawn.
I/DisplayManagerService( 1971): Display device changed: DisplayDeviceInfo{"内置屏幕": uniqueId="local:0", 720 x 1280, 45.0 fps, supportedRefreshRates [45.0], density 320, 160.421 x 160.157 dpi, appVsyncOff 0, presDeadline 23222222, touch INTERNAL, rotation 0, type BUILT_IN, state ON, FLAG_DEFAULT_DISPLAY, FLAG_ROTATES_WITH_CONTENT, FLAG_SECURE, FLAG_SUPPORTS_PROTECTED_BUFFERS}
V/ActivityManager( 1971): Display changed displayId=0
I/DisplayPowerController( 1971): Unblocked screen on after 564 ms
V/ActivityManager( 1971): Display changed displayId=0
W/InputMethodManagerService( 1971): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@2dba1891 attribute=android.view.inputmethod.EditorInfo@3cded3f6, token = android.os.BinderProxy@36fd28e3
I/UsageStatsService( 1971): User[0] Rolling over usage stats
I/UsageStatsService( 1971): User[0] Flushing usage stats to disk
I/UsageStatsService( 1971): User[0] Rollover scheduled @ 1970-01-07 08:00:00(518400000)
I/UsageStatsService( 1971): User[0] Flushing usage stats to disk
I/UsageStatsService( 1971): User[0] Rolling over usage stats complete. Took 224 milliseconds
I/ActivityManager( 1971): Start proc 5772:com.android.defcontainer/u0a3 for service com.android.defcontainer/.DefaultContainerService
I/ResourcesManager( 5772): Created app resources /system/priv-app/DefaultContainerService/DefaultContainerService.apk android.content.res.Resources@271e4dd8: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
D/DefContainer( 5772): Copying /data/local/tmp/com.wangpos.datastructure to base.apk
W/PackageParser( 1971): Unknown element under <manifest>: meta-data at /data/app/vmdl66674412.tmp/base.apk Binary XML file line #13
D/WifiService( 1971): Client connection lost with reason: 4
I/ActivityManager( 1971): Process com.imagealgorithmlab.barcodeservice (pid 4553) has died
W/ActivityManager( 1971): Scheduling restart of crashed service com.imagealgorithmlab.barcodeservice/.ScanService in 1000ms
D/PackageManager( 1971): Renaming /data/app/vmdl66674412.tmp to /data/app/com.wangpos.datastructure-1
I/ResourcesManager( 1971): Created app resources /data/app/com.wangpos.datastructure-1/base.apk android.content.res.Resources@32814801: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ActivityManager( 1971): Start proc 5798:com.imagealgorithmlab.barcodeservice/u0a15 for service com.imagealgorithmlab.barcodeservice/.ScanService
I/ResourcesManager( 5798): Created app resources /system/app/BarcodeService/BarcodeService.apk android.content.res.Resources@271e4dd8: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
D/WifiService( 1971): New client listening to asynchronous messages
V/BackupManagerService( 1971): restoreAtInstall pkg=com.wangpos.datastructure token=1 restoreSet=0
V/BackupManagerService( 1971): Finishing install immediately
I/ResourcesManager( 1971): Created app resources /system/priv-app/InputDevices/InputDevices.apk android.content.res.Resources@28c11e00: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ResourcesManager( 1971): Created app resources /system/app/baidu_input_for_xiaomiV5/baidu_input_for_xiaomiV5.apk android.content.res.Resources@331d647e: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ResourcesManager( 1971): Created app resources /system/app/OpenWnn/OpenWnn.apk android.content.res.Resources@d1a1a2c: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ResourcesManager( 1971): Created app resources /system/app/RIDLClient/RIDLClient.apk android.content.res.Resources@f274a8a: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
D/BackupManagerService( 1971): Received broadcast Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.wangpos.datastructure flg=0x4000010 (has extras) }
I/ResourcesManager( 1971): Created app resources /system/priv-app/Contacts/Contacts.apk android.content.res.Resources@2d24ad18: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
W/ResourcesManager( 1971): Asset path '/system/framework/rcs_service_api.jar' does not exist or contains no resources.
I/ResourcesManager( 1971): Created app resources /system/priv-app/Mms/Mms.apk android.content.res.Resources@21378556: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ResourcesManager( 1971): Created app resources /system/app/Browser/Browser.apk android.content.res.Resources@264382c4: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ActivityManager( 1971): Start proc 5842:com.svox.pico/u0a31 for broadcast com.svox.pico/.VoiceDataInstallerReceiver
I/ResourcesManager( 5842): Created app resources /system/app/PicoTts/PicoTts.apk android.content.res.Resources@271e4dd8: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
I/ActivityManager( 1971): Killing 4318:com.qualcomm.qti.telephony/1001 (adj 15): empty #17
I/ActivityManager( 1971): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.wangpos.datastructure/.MainActivity} from uid 2000 on display 0
I/ResourcesManager( 1971): Created app resources /data/app/com.wangpos.datastructure-1/base.apk android.content.res.Resources@2e6f6a3a: {1.0 ?mcc?mnc zh_CN ldltr sw360dp w360dp h615dp 320dpi nrml long port finger -keyb/v/h -nav/h s.5} appScale=1.0
V/WindowManager( 1971): addAppToken: AppWindowToken{2c1edae1 token=Token{12298c48 ActivityRecord{1aaa16eb u0 com.wangpos.datastructure/.MainActivity t11}}} to stack=1 task=11 at 0
